text,scenario_id,standard_name,relevance,role,unit,source,group_id,split,training_angle
氧量(percent),steel_reheating_furnace,flue_gas_o2,useful,state,percent,multi_angle:unit_parenthesis,2c3c794892d436ba,external_train,unit_parenthesis
氧量__percent__AI,steel_reheating_furnace,flue_gas_o2,useful,state,percent,multi_angle:unit_channel_mix,171c8ef639124b79,external_train,unit_channel_mix
氧量_raw,steel_reheating_furnace,flue_gas_o2,useful,state,percent,multi_angle:case_and_suffix_noise,88ddf045224eedc2,external_train,case_and_suffix_noise
烟气氧,steel_reheating_furnace,flue_gas_o2,useful,state,percent,multi_angle:separator_noise,0a7022931f431ede,external_train,separator_noise
烟气氧(percent),steel_reheating_furnace,flue_gas_o2,useful,state,percent,multi_angle:unit_parenthesis,b95598e300f69eb7,external_train,unit_parenthesis
烟气氧__percent__AI,steel_reheating_furnace,flue_gas_o2,useful,state,percent,multi_angle:unit_channel_mix,cfa0ac6183237c93,external_train,unit_channel_mix
烟气氧_raw,steel_reheating_furnace,flue_gas_o2,useful,state,percent,multi_angle:case_and_suffix_noise,7ca5edb6aeda769f,external_train,case_and_suffix_noise
2号线_EXHAUST_TEMP_测点A12,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:equipment_channel_context,bf2d85f1774a5ec8,external_train,equipment_channel_context
2号线_FLUE_GAS_TEMP_测点A12,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:equipment_channel_context,9cacd40f7df5c02b,external_train,equipment_channel_context
2号线_烟气温度_测点A12,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:equipment_channel_context,9816a9084a32395c,external_train,equipment_channel_context
DCS-A-EXHAUST_TEMP-PV-07,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:dcs_vendor_envelope,5d275431c5f7a846,external_train,dcs_vendor_envelope
DCS-A-FLUE_GAS_TEMP-PV-07,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:dcs_vendor_envelope,a84ca4e2b9cab596,external_train,dcs_vendor_envelope
DCS-A-烟气温度-PV-07,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:dcs_vendor_envelope,759a9ff2805d7b0c,external_train,dcs_vendor_envelope
EXHAUST.TEMP,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:separator_noise,e7037f079ccfbffe,external_train,separator_noise
EXHAUST_TEMP(degC),steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:unit_parenthesis,96255d1923e8a19d,external_train,unit_parenthesis
EXHAUST_TEMP__degC__AI,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:unit_channel_mix,3efb9b01d8d9b65b,external_train,unit_channel_mix
FLUE.GAS.TEMP,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:separator_noise,f938f7ef85a901f8,external_train,separator_noise
FLUE_GAS_TEMP(degC),steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:unit_parenthesis,4f88b20c6904eea0,external_train,unit_parenthesis
FLUE_GAS_TEMP__degC__AI,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:unit_channel_mix,ed2f8b0a2c9178d4,external_train,unit_channel_mix
PLC01.EXHAUST_TEMP.VALUE,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:plc_vendor_envelope,c3e8a766fe4de5ad,external_train,plc_vendor_envelope
PLC01.FLUE_GAS_TEMP.VALUE,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:plc_vendor_envelope,3ee41142c0f97bb6,external_train,plc_vendor_envelope
PLC01.烟气温度.VALUE,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:plc_vendor_envelope,ca0d73037c68b1b9,external_train,plc_vendor_envelope
exhaust_temp_raw,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:case_and_suffix_noise,35eaad0805b2bd3a,external_train,case_and_suffix_noise
flue_gas_temp_raw,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:case_and_suffix_noise,7d86378c77274297,external_train,case_and_suffix_noise
烟气温度,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:separator_noise,abb1aebc09002892,external_train,separator_noise
烟气温度(degC),steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:unit_parenthesis,cf462a3578a5367d,external_train,unit_parenthesis
烟气温度__degC__AI,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:unit_channel_mix,35dd4edaf5d61197,external_train,unit_channel_mix
烟气温度_raw,steel_reheating_furnace,flue_gas_temp,useful,state,degC,multi_angle:case_and_suffix_noise,7ea275daafea0197,external_train,case_and_suffix_noise
2号线_FURNACE_PRESSURE_测点A12,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:equipment_channel_context,4023375940d50b5f,external_train,equipment_channel_context
2号线_PRESSURE_PA_测点A12,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:equipment_channel_context,c26581d569686399,external_train,equipment_channel_context
2号线_炉压_测点A12,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:equipment_channel_context,e72268d7f5897661,external_train,equipment_channel_context
2号线_炉膛压力_测点A12,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:equipment_channel_context,17302924773b71b1,external_train,equipment_channel_context
2号线_炉膛压强_测点A12,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:equipment_channel_context,20497f97e3445b7f,external_train,equipment_channel_context
DCS-A-FURNACE_PRESSURE-PV-07,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:dcs_vendor_envelope,c89b94627629fb19,external_train,dcs_vendor_envelope
DCS-A-PRESSURE_PA-PV-07,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:dcs_vendor_envelope,42af2d9114e44f11,external_train,dcs_vendor_envelope
DCS-A-炉压-PV-07,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:dcs_vendor_envelope,9573bb9b2a68cf9c,external_train,dcs_vendor_envelope
DCS-A-炉膛压力-PV-07,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:dcs_vendor_envelope,9c5280629a8f7bc2,external_train,dcs_vendor_envelope
DCS-A-炉膛压强-PV-07,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:dcs_vendor_envelope,a17acbd72128974a,external_train,dcs_vendor_envelope
FURNACE.PRESSURE,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:separator_noise,bf91d1d91218f9cf,external_train,separator_noise
FURNACE_PRESSURE(Pa),steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:unit_parenthesis,35ce2e88f7b62096,external_train,unit_parenthesis
FURNACE_PRESSURE__Pa__AI,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:unit_channel_mix,dbaffadcea743dcf,external_train,unit_channel_mix
PLC01.FURNACE_PRESSURE.VALUE,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:plc_vendor_envelope,d92ce5775ceb86f0,external_train,plc_vendor_envelope
PLC01.PRESSURE_PA.VALUE,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:plc_vendor_envelope,6363ca8cff3d2741,external_train,plc_vendor_envelope
PLC01.炉压.VALUE,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:plc_vendor_envelope,def1bcb627987c37,external_train,plc_vendor_envelope
PLC01.炉膛压力.VALUE,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:plc_vendor_envelope,7509ec44952acc0b,external_train,plc_vendor_envelope
PLC01.炉膛压强.VALUE,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:plc_vendor_envelope,537a8f091192a8bb,external_train,plc_vendor_envelope
PRESSURE.PA,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:separator_noise,13146e74b8f5f617,external_train,separator_noise
PRESSURE_PA(Pa),steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:unit_parenthesis,929bd71e0345a8bc,external_train,unit_parenthesis
PRESSURE_PA__Pa__AI,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:unit_channel_mix,7b2d97ff785c7fd8,external_train,unit_channel_mix
furnace_pressure_raw,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:case_and_suffix_noise,31e469323319727d,external_train,case_and_suffix_noise
pressure_pa_raw,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:case_and_suffix_noise,445e50665c381431,external_train,case_and_suffix_noise
炉压,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:separator_noise,4b80523aca58ca46,external_train,separator_noise
炉压(Pa),steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:unit_parenthesis,39f699e18243394c,external_train,unit_parenthesis
炉压__Pa__AI,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:unit_channel_mix,1565c11938598bee,external_train,unit_channel_mix
炉压_raw,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:case_and_suffix_noise,6efb30ab491b2f22,external_train,case_and_suffix_noise
炉膛压力,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:separator_noise,0e1b22c2e7c0bb70,external_train,separator_noise
炉膛压力(Pa),steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:unit_parenthesis,85735f2e258561bb,external_train,unit_parenthesis
炉膛压力__Pa__AI,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:unit_channel_mix,d442305403e583d7,external_train,unit_channel_mix
炉膛压力_raw,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:case_and_suffix_noise,1c7fcd160faccb35,external_train,case_and_suffix_noise
炉膛压强,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:separator_noise,9210ec31c379d675,external_train,separator_noise
炉膛压强(Pa),steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:unit_parenthesis,6cd72de4215f6548,external_train,unit_parenthesis
炉膛压强__Pa__AI,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:unit_channel_mix,28eb90ee9ac8718c,external_train,unit_channel_mix
炉膛压强_raw,steel_reheating_furnace,furnace_pressure,useful,state,Pa,multi_angle:case_and_suffix_noise,9ce7f01cb6c052e9,external_train,case_and_suffix_noise
2号线_ZONE1_TEMP_C_测点A12,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:equipment_channel_context,16fe58400c6fb1c4,external_train,equipment_channel_context
2号线_ZONE1_TEMP_测点A12,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:equipment_channel_context,c6f1d20c340f5d80,external_train,equipment_channel_context
2号线_一段炉温_测点A12,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:equipment_channel_context,489e1d383bb8c6d8,external_train,equipment_channel_context
2号线_炉温1_测点A12,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:equipment_channel_context,32856a0bc19ee019,external_train,equipment_channel_context
2号线_预热段温度_测点A12,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:equipment_channel_context,d8aefee5cc0588fa,external_train,equipment_channel_context
DCS-A-ZONE1_TEMP-PV-07,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:dcs_vendor_envelope,44aca8620056d0c6,external_train,dcs_vendor_envelope
DCS-A-ZONE1_TEMP_C-PV-07,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:dcs_vendor_envelope,49154d30f8cab048,external_train,dcs_vendor_envelope
DCS-A-一段炉温-PV-07,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:dcs_vendor_envelope,0471ebf83fb5e254,external_train,dcs_vendor_envelope
DCS-A-炉温1-PV-07,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:dcs_vendor_envelope,746abc279a7f7047,external_train,dcs_vendor_envelope
DCS-A-预热段温度-PV-07,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:dcs_vendor_envelope,0d6f0236a44c70bd,external_train,dcs_vendor_envelope
PLC01.ZONE1_TEMP.VALUE,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:plc_vendor_envelope,ada2f59d1634a14f,external_train,plc_vendor_envelope
PLC01.ZONE1_TEMP_C.VALUE,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:plc_vendor_envelope,7f91971ae1503c00,external_train,plc_vendor_envelope
PLC01.一段炉温.VALUE,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:plc_vendor_envelope,10017ed329e01a89,external_train,plc_vendor_envelope
PLC01.炉温1.VALUE,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:plc_vendor_envelope,fb2dd2a5519a9613,external_train,plc_vendor_envelope
PLC01.预热段温度.VALUE,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:plc_vendor_envelope,57041ffae9c35cde,external_train,plc_vendor_envelope
ZONE1.TEMP,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:separator_noise,d9ce6be3e4fb8a74,external_train,separator_noise
ZONE1.TEMP.C,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:separator_noise,200f8a85cc29818e,external_train,separator_noise
ZONE1_TEMP(degC),steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:unit_parenthesis,e1f66133959165f5,external_train,unit_parenthesis
ZONE1_TEMP_C(degC),steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:unit_parenthesis,e8c04bedd553ddef,external_train,unit_parenthesis
ZONE1_TEMP_C__degC__AI,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:unit_channel_mix,b95459535c279005,external_train,unit_channel_mix
ZONE1_TEMP__degC__AI,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:unit_channel_mix,573e8232d7c5603f,external_train,unit_channel_mix
zone1_temp_c_raw,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:case_and_suffix_noise,3624623ec8c51b29,external_train,case_and_suffix_noise
zone1_temp_raw,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:case_and_suffix_noise,34e1157103160119,external_train,case_and_suffix_noise
一段炉温,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:separator_noise,95c3b20b78993d3e,external_train,separator_noise
一段炉温(degC),steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:unit_parenthesis,6ec5e164f06374f3,external_train,unit_parenthesis
一段炉温__degC__AI,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:unit_channel_mix,5fde1a1e17221af6,external_train,unit_channel_mix
一段炉温_raw,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:case_and_suffix_noise,fea7fc902a650744,external_train,case_and_suffix_noise
炉温1,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:separator_noise,751c11239361167a,external_train,separator_noise
炉温1(degC),steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:unit_parenthesis,ba5c48511c4c28ad,external_train,unit_parenthesis
炉温1__degC__AI,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:unit_channel_mix,351d48e5eddbfe27,external_train,unit_channel_mix
炉温1_raw,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:case_and_suffix_noise,55257431c970d572,external_train,case_and_suffix_noise
预热段温度,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:separator_noise,703fe9561a90b573,external_train,separator_noise
预热段温度(degC),steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:unit_parenthesis,ddeb629b89fba181,external_train,unit_parenthesis
预热段温度__degC__AI,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:unit_channel_mix,44a8bd1a39a1213a,external_train,unit_channel_mix
预热段温度_raw,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,multi_angle:case_and_suffix_noise,ecbf7b315a87a32f,external_train,case_and_suffix_noise
2号线_ZONE2_TEMP_C_测点A12,steel_reheating_furnace,furnace_zone2_temp,required,controlled,degC,multi_angle:equipment_channel_context,cdb5768ddbc7d99d,external_train,equipment_channel_context
